,cities_tags,purchase_places,stores,countries,countries_tags,countries_fr,code,product_name,generic_name,manufacturing_places,manufacturing_places_tags,main_category_fr,created_datetime,last_modified_datetime
801,ferrieres-en-bray-seine-maritime-france,"courrières,france",cora,france,france,france,3033490949709,danio mangue (0 % mg),spécialité laitière sur lit de mangues sucré,"danone produits frais france (dpff) - route de savignies - 76220 ferrières-en-bray,seine-maritime,haute-normandie,france","danone-produits-frais-france-dpff-route-de-savignies-76220-ferrieres-en-bray,seine-maritime,haute-normandie,france",yaourts aux fruits,2014-10-01t14:52:13z,2015-08-18t10:32:25z
802,ferrieres-en-bray-seine-maritime-france,"villers bocage 80260,france",banque alimentaire,france,france,france,3033490959517,danio (0 % mg) miel ,spécialité laitière sur lit au miel sucré,"danone produits frais france (dpff) - route de savignies - 76220 ferrières-en-bray,seine-maritime,haute-normandie,france","danone-produits-frais-france-dpff-route-de-savignies-76220-ferrieres-en-bray,seine-maritime,haute-normandie,france",yaourts,2014-11-18t10:57:44z,2015-08-18t10:22:27z
803,saint-just-chaleyssin-isere-france,"courrières,france",cora,france,france,france,3033490968120,danette (le liégeois chocolat) 4 pots,dessert lacté au chocolat sous mousse fouettée au cacao,"danone produits frais france (dpff) - 60 impasse du pan perdu - les verchères - 38540 saint-just-chaleyssin,isère,rhône-alpes,france","danone-produits-frais-france-dpff-60-impasse-du-pan-perdu-les-vercheres-38540-saint-just-chaleyssin,isere,rhone-alpes,france",desserts au chocolat,2014-10-01t14:55:59z,2016-01-03t11:30:38z
804,ferrieres-en-bray-seine-maritime-france,"collégien,france",carrefour,france,france,france,3033491008443,taillefine plus citron (0 % mg),spécialité laitière au citron avec édulcorants et enrichie en vitamine d,"danone produits frais france (dpff) - route de savignies - 76220 ferrières-en-bray,seine-maritime,haute-normandie,france","danone-produits-frais-france-dpff-route-de-savignies-76220-ferrieres-en-bray,seine-maritime,haute-normandie,france",yaourts aux fruits,2015-03-19t19:20:10z,2015-06-17t10:07:45z
805,ferrieres-en-bray-seine-maritime-france,"collégien,france",carrefour,france,france,france,3033491008467,taillefine plus cerise (0 % mg),spécialité laitière sur lit de cerises avec sucre et édulcorants,"danone produits frais france (dpff) - route de savignies - 76220 ferrières-en-bray,seine-maritime,haute-normandie,france","danone-produits-frais-france-dpff-route-de-savignies-76220-ferrieres-en-bray,seine-maritime,haute-normandie,france",yaourts aux fruits,2015-03-19t19:31:10z,2015-06-17t09:56:50z
806,ferrieres-en-bray-seine-maritime-france,"collégien,france",carrefour,france,france,france,3033491008474,taillefine plus ananas (0 % mg),spécialité laitière sur lit d'ananas avec sucre et édulcorants,"danone produits frais france (dpff) - route de savignies - 76220 ferrières-en-bray,seine-maritime,haute-normandie,france","danone-produits-frais-france-dpff-route-de-savignies-76220-ferrieres-en-bray,seine-maritime,haute-normandie,france",yaourts aux fruits,2015-03-19t19:33:59z,2015-06-17t10:02:48z
807,ferrieres-en-bray-seine-maritime-france,"collégien,france",carrefour,france,france,france,3033491008498,taillefine plus nature (0 % mg),spécialité laitière (yaourt),"danone produits frais france (dpff) - route de savignies - 76220 ferrières-en-bray,seine-maritime,haute-normandie,france","danone-produits-frais-france-dpff-route-de-savignies-76220-ferrieres-en-bray,seine-maritime,haute-normandie,france",yaourts,2015-03-19t19:15:42z,2015-06-17t09:47:11z
808,ferrieres-en-bray-seine-maritime-france,"collégien,france",carrefour,france,france,france,3033491008504,taillefine plus saveur vanille (0 % mg),spécialité laitière aromatisée saveur vanille avec sucre et édulcorants,"danone produits frais france (dpff) - route de savignies - 76220 ferrières-en-bray,seine-maritime,haute-normandie,france","danone-produits-frais-france-dpff-route-de-savignies-76220-ferrieres-en-bray,seine-maritime,haute-normandie,france",yaourts,2015-03-19t19:17:36z,2015-06-17t09:44:42z
809,ferrieres-en-bray-seine-maritime-france,"collégien,france",carrefour,france,france,france,3033491008511,taillefine plus fruits rouges (0 % mg),spécialité laitière sur lit de fruits rouges avec sucre et édulcorants,"danone produits frais france (dpff) - route de savignies - 76220 ferrières-en-bray,seine-maritime,haute-normandie,france","danone-produits-frais-france-dpff-route-de-savignies-76220-ferrieres-en-bray,seine-maritime,haute-normandie,france",yaourts aux fruits,2015-03-19t19:27:25z,2015-06-17t10:13:27z
810,bailleul-nord-france,"villers bocage 80260,france",banque alimentaire,france,france,france,3033491010873,activia (nature) 12 pots,"lait fermenté nature au bifidus, enrichi en vitamine d","danone produits frais france (dpff) - 300 allée de l'europe - zi de la blanche maison - 59270 bailleul,nord,nord-pas-de-calais,france","danone-produits-frais-france-dpff-300-allee-de-l-europe-zi-de-la-blanche-maison-59270-bailleul,nord,nord-pas-de-calais,france",yaourts entiers,2015-06-29t15:06:49z,2015-07-29t15:50:25z
811,molay-littry-calvados-france,"courrières,france",cora,france,france,france,3033491012020,danette pop chocolat billes 3 chocos,crème dessert au chocolat et billes soufflées enrobées de 3 chocolats,france,france,desserts au chocolat,2015-09-06t08:39:25z,2017-03-31t17:30:28z
812,saint-just-chaleyssin-isere-france,"courrières,france",cora,france,france,france,3033491027284,danette (le liégeois saveur pistache) 4 pots,dessert lacté aromatisé saveur pistache sous mousse fouettée au cacao,"danone produits frais france (dpff) - 60 impasse du pan perdu - les verchères - 38540 saint-just-chaleyssin,isère,rhône-alpes,france","danone-produits-frais-france-dpff-60-impasse-du-pan-perdu-les-vercheres-38540-saint-just-chaleyssin,isere,rhone-alpes,france",desserts,2015-06-08t16:38:02z,2015-06-18t08:07:20z
813,ferrieres-en-bray-seine-maritime-france,france,carrefour,france,france,france,3033491027437,danio fruit de la passion 0% mg (maxi format 2 pots),spécialité laitière sur lit de fruits de la passion sucré,france,france,yaourts aux fruits,2015-11-10t13:33:09z,2015-11-11t07:55:15z
814,saint-just-chaleyssin-isere-france,"france,nantes,carquefou",super u,france,france,france,3033491046278,velouté fruix fraise - framboise - pêche - abricot,yaourt brassé aux fruits enrichi en vitamine d.,france,france,yaourts brassés,2016-03-01t21:23:15z,2017-04-08t10:12:14z
815,"villecomtal-sur-arros-gers-france,saint-just-chaleyssin-isere-france","villers bocage 80260,france",carrefour market,france,france,france,3033491046285,"velouté fruix (pêche, mangue, abricot) 8 pots","spécialité laitière sucrée aux fruits, enrichie en vitamine d","danone produits frais france (dpff) - 2 avenue de l'industrie - 32730 villecomtal-sur-arros,gers,midi-pyrénées,danone produits frais france (dpff) - 60 impasse du pan perdu - les verchères - 38540 saint-just-chaleyssin,isère,rhône-alpes,france","danone-produits-frais-france-dpff-2-avenue-de-l-industrie-32730-villecomtal-sur-arros,gers,midi-pyrenees,danone-produits-frais-france-dpff-60-impasse-du-pan-perdu-les-vercheres-38540-saint-just-chaleyssin,isere,rhone-alpes,france",yaourts entiers,2015-07-29t16:40:10z,2017-04-13t18:29:00z
816,bailleul-nord-france,trignac,auchan,france,france,france,3033491070297,danette saveur cappuccino,crème dessert aromatisée,nord,nord,desserts,2016-02-06t13:21:51z,2016-02-06t13:36:26z
817,molay-littry-calvados-france,"rennes,france",carrefour,france,france,france,3033491114014,dany chocolat,desserts lactés au chocolat,"danone produits frais france - dpff (filiale danone) - la sablonnière - 14330 le molay-littry,calvados,basse-normandie,france","danone-produits-frais-france-dpff-filiale-danone-la-sablonniere-14330-le-molay-littry,calvados,basse-normandie,france",desserts au chocolat,2015-02-23t17:34:20z,2015-08-14t12:04:26z
818,bailleul-nord-france,"trignac,france",auchan,france,france,france,3033491115752,danette saveur brownie,crème dessert saveur brownie,"france,bailleul,nord","france,bailleul,nord",desserts,2016-05-01t19:31:55z,2016-05-13t10:00:17z
819,saint-just-chaleyssin-isere-france,"trignac,france",auchan,france,france,france,3033491126628,danette chocolat blanc,crème dessert au chocolat blanc,"france,isère","france,isere",desserts,2016-08-19t20:53:01z,2016-08-19t21:17:59z
820,bailleul-nord-france,france,carrefour,france,france,france,3033491139390,activia nature,lait fermenté nature au bifidus,france,france,yaourts,2016-09-24t09:19:21z,2017-01-23t14:43:51z
821,bailleul-nord-france,"montguyon,france,nantes",intermarche,france,france,france,3033491139444,danone activia nature,lait fermenté nature au bifidus,france,france,yaourts,2016-12-19t14:19:31z,2016-12-19t14:57:05z
822,saint-geours-de-maremne-landes-france,"france,carvin",noz,france,france,france,3033610011255,les recettes de marie labeyrie foie gras de canard entier,les recettes de marie labeyrie foie gras de canard entier,france,france,poissons et viandes et oeufs,2017-02-09t14:25:38z,2017-02-18t13:36:01z
823,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610011262,foie gras de canard entier,foie gras de canard entier,france,france,poissons et viandes et oeufs,2016-12-28t18:48:40z,2017-01-06t19:30:56z
824,saint-geours-de-maremne-landes-france,"france,miribel",carrefour market,france,france,france,3033610018315,confit de canard du sud-ouest,confit de canard ,"sud-ouest,france","sud-ouest,france",plats à base de viande,2013-12-17t10:41:33z,2016-02-09t17:24:36z
825,saint-geours-de-maremne-landes-france,"courrières,france",cora,france,france,france,3033610021315,les recettes de marie labeyrie bloc de foie gras de canard,les recettes de marie labeyrie bloc de foie gras de canard,france,france,conserves,2015-12-20t15:37:57z,2015-12-21t08:55:44z
826,reims-marne-france,reims-marne-france,carrefour,"france, suisse","france,en:switzerland","france,suisse",3033610030119,pain d'épices spécial foie gras,pain d'épices finement poivré,france,france,snacks sucrés,2012-12-04t17:53:16z,2017-02-07t23:31:32z
827,lamotte-beuvron-loir-et-cher-france,"flers-en-escrebieux,france",carrefour,france,france,france,3033610035459,parmentier de bœuf (à la mousseline de potiron butternut parsemée d'amandes effilées),"plat cuisiné à base de bœuf, purée de potiron et butternut","festins de sologne - rue léonard de vinci - parc d'activités de sologne les hauts noirs - 41600 lamotte-beuvron,loir-et cher,centre-val de loire,france","festins-de-sologne-rue-leonard-de-vinci-parc-d-activites-de-sologne-les-hauts-noirs-41600-lamotte-beuvron,loir-et-cher,centre-val-de-loire,france",plats à base de viande,2015-06-26t20:13:45z,2015-07-15t17:08:33z
828,lamotte-beuvron-loir-et-cher-france,france,leclerc,france,france,france,3033610035541,quinoa & poulet,plat cuisiné à base de quinoa et de poulet,france,france,plats à base de viande,2016-11-03t16:36:07z,2016-11-03t16:51:44z
829,lamotte-beuvron-loir-et-cher-france,lamotte-beuvron-loir-et-cher-france,carrefour,france,france,france,3033610035619,émincés de poulet et mousseline de petit pois,émincés de poulet et mousseline de petit pois,france,france,plats préparés,2016-03-12t21:20:42z,2016-09-14t11:19:16z
830,mouguerre-pyrenees-atlantiques-france,"lyon,france",carrefour,france,france,france,3033610037941,bloc de foie gras de canard avec morceaux,bloc de foie gras de canard avec morceaux,france,france,poissons et viandes et oeufs,2015-12-11t17:38:00z,2015-12-12t10:40:20z
831,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610038832,foie gras de canard entier du sud-ouest à l'ancienne,foie gras de canard entier du sud-ouest à l'ancienne,france,france,poissons et viandes et oeufs,2016-12-13t16:31:03z,2016-12-17t09:35:04z
832,saint-geours-de-maremne-landes-france,"courrières,france",cora,france,france,france,3033610038986,le raffiné,bloc de foie gras de canard du sud-ouest avec morceaux,france,france,poissons et viandes et oeufs,2015-12-11t20:34:00z,2015-12-12t06:41:13z
833,mouguerre-pyrenees-atlantiques-france,"lyon,france",carrefour,france,france,france,3033610039327,bloc de foie gras de canard avec morceaux,bloc de foie gras de canard avec morceaux,france,france,poissons et viandes et oeufs,2016-12-13t16:40:35z,2016-12-15t21:04:54z
834,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610039334,foie gras de canard entier du sud-ouest,foie gras de canard entier du sud-ouest,france,france,poissons et viandes et oeufs,2016-12-13t16:35:17z,2016-12-18t21:40:58z
835,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610039457,foie gras qualité traiteur,foie gras qualité traiteur,france,france,poissons et viandes et oeufs,2016-12-13t16:35:39z,2016-12-19t07:25:53z
836,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610039587,le foie gras de grande saveur,le foie gras de grande saveur,france,france,poissons et viandes et oeufs,2016-12-13t16:39:23z,2016-12-17t13:13:17z
837,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610039631,bloc de foie gras de canard du sud-ouest avec morceaux au sauternes,bloc de foie gras de canard du sud-ouest avec morceaux au sauternes,"sud-ouest,france","sud-ouest,france",poissons et viandes et oeufs,2016-12-09t16:31:45z,2017-02-18t14:31:09z
838,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610041986,foie gras de canard entier du sud-ouest,foie gras de canard entier du sud-ouest,france,france,poissons et viandes et oeufs,2016-12-13t16:31:43z,2016-12-17t10:45:17z
839,saint-geours-de-maremne-landes-france,"lyon,france",carrefour city,france,france,france,3033610042075,bloc de foie gras de canard,bloc de foie gras de canard,france,france,poissons et viandes et oeufs,2015-11-05t11:39:49z,2016-10-26t20:16:32z
840,saint-geours-de-maremne-landes-france,"lyon,france",carrefour city,"france, suisse","france,en:switzerland","france,suisse",3033610042167,alliance de bloc de foie gras de canard et figues,alliance de bloc de foie gras de canard et de figues,france,france,poissons et viandes et oeufs,2015-11-05t11:39:00z,2017-02-07t23:17:43z
841,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610042891,foie gras de canard entier du sud-ouest,foie gras de canard entier du sud-ouest,france,france,poissons et viandes et oeufs,2016-12-13t16:30:16z,2016-12-17t10:11:29z
842,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610044185,bloc de foie gras de canard du sud-ouest avec morceaux,bloc de foie gras de canard du sud-ouest avec morceaux,france,france,poissons et viandes et oeufs,2016-12-13t16:36:15z,2016-12-17t09:04:24z
843,saint-geours-de-maremne-landes-france,france,carrefour,france,france,france,3033610044406,apéritif bloc de foie gras de canard spécial toasts,apéritif bloc de foie gras de canard spécial toasts,france,france,poissons et viandes et oeufs,2016-12-15t18:18:18z,2017-01-30t08:37:31z
844,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610044918,bloc de foie gras de canard du sud-ouest avec morceaux,bloc de foie gras de canard du sud-ouest avec morceaux,france,france,poissons et viandes et oeufs,2015-12-11t17:43:40z,2015-12-12t20:10:14z
845,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610044932,foie gras de canard entier du sud-ouest,foie gras de canard entier du sud-ouest cuit au torchon,"sud-ouest,france","sud-ouest,france",poissons et viandes et oeufs,2016-12-19t11:46:34z,2017-03-07t20:15:54z
846,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610045571,bloc de foie gras de canard du sud-ouest avec morceaux,bloc de foie gras de canard du sud-ouest avec morceaux,france,france,poissons et viandes et oeufs,2015-12-11t17:45:39z,2015-12-12t20:32:55z
847,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610045656,le tranché,le tranché,france,france,poissons et viandes et oeufs,2016-12-13t16:34:30z,2016-12-17t09:29:54z
848,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610045670,bloc de foie gras de canard du sud-ouest avec morceaux,bloc de foie gras de canard du sud-ouest avec morceaux,france,france,poissons et viandes et oeufs,2015-12-11t17:06:13z,2015-12-16t16:54:41z
849,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610045724,le duo bloc de foie gras de canard du sud-ouest,bloc de foie gras de canard du sud-ouest,france,france,poissons et viandes et oeufs,2015-12-11t17:05:32z,2015-12-12t21:18:27z
850,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610046387,bloc de foie gras de canard du sud-ouest avec morceaux,bloc de foie gras de canard du sud-ouest avec morceaux,france,france,poissons et viandes et oeufs,2016-12-13t16:36:49z,2016-12-18t21:46:31z
851,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610046462,le tranché avec morceaux,le tranché avec morceaux,france,france,poissons et viandes et oeufs,2016-12-13t16:38:09z,2016-12-17t13:17:55z
852,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610046479,le tranché,le tranché,france,france,poissons et viandes et oeufs,2016-12-13t16:37:36z,2016-12-17t12:54:38z
853,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610047216,bloc de foie gras d'oie avec morceaux,bloc de foie gras d'oie avec morceaux,france,france,poissons et viandes et oeufs,2015-12-11t17:43:03z,2015-12-12t10:01:00z
854,saint-geours-de-maremne-landes-france,saint-geours-de-maremne-landes-france,carrefour,france,france,france,3033610048398,pure tradition foie gras de canard entier du sud-ouest,foie gras entier,france,france,conserves,2012-12-31t19:38:00z,2015-12-21t09:00:26z
855,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610048565,foie gras qualité traiteur,foie gras de canard entier du sud-ouest,france,france,poissons et viandes et oeufs,2015-12-11t17:07:49z,2015-12-16t18:27:18z
856,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610049029,foie gras qualité traiteur,foie gras qualité traiteur,france,france,poissons et viandes et oeufs,2016-12-13t16:38:53z,2016-12-15t21:07:55z
857,saint-geours-de-maremne-landes-france,"lyon,france",carrefour,france,france,france,3033610049678,bloc de foie gras de canard du sud-ouest au sauternes,bloc de foie gras de canard du sud-ouest au sauternes,france,france,poissons et viandes et oeufs,2015-12-11t17:46:29z,2015-12-12t10:22:45z
858,riviere-drugeon-doubs-france,riviere-drugeon-doubs-france,carrefour,france,france,france,3033610058229,l'apéritif croquilles d'escargots à l'ail & au persil,"biscuits croustillants à l'escargot et leur farce, décongelés",france,france,catégorie_inconnue,2016-12-16t14:32:32z,2016-12-20t18:29:41z
859,saint-fulgent-vendee-france,france,leclerc,france,france,france,3033610058656,suprêmes de pintade & écrasé de pomme de terre & sauce porto et cèpes,"écrasé de pommes de terre et noisette, suprême de pintade, sauce au porto et aux cèpes",france,france,plats à base de viande,2016-12-31t17:31:43z,2016-12-31t17:44:30z
860,saint-fulgent-vendee-france,"amplepuis,france",intermarché,france,france,france,3033610058663,cuisses de canette & écrasé de panais aux deux carottes & sauce sauternes et figues,cuisses de canette & écrasé de panais aux deux carottes & sauce sauternes et figues,france,france,plats à base de viande,2017-01-16t17:31:02z,2017-01-23t21:03:31z
861,saint-geours-de-maremne-landes-france,"muzillac,france",carrefour,france,france,france,3033610061489,"magret de carnard en émincés, fumés aux 4 épices",magret de canard,france,france,plats à base de viande,2012-07-04t16:48:49z,2016-05-11t09:47:29z
862,saint-geours-de-maremne-landes-france,"baden,france,paris","carrefour market,franprix",france,france,france,3033610063216,"saumon fumé bio, doux et équilibré",saumon atlantique bio élevé en irlande,"france,union européenne","france,union-europeenne",saumons,2013-03-06t08:41:31z,2017-03-23t21:50:02z
863,saint-geours-de-maremne-landes-france,france,"monoprix,auchan",france,france,france,3033610063858,saumon fumé bio - doux et equilibré (4 tranches) - 130 g,saumon fumé issu de l'agriculture biologique,"labeyrie (filiale labeyrie fine foods) - 39 route de bayonne,40230 saint-geours-de-maremne,landes,aquitaine,france","labeyrie-filiale-labeyrie-fine-foods-39-route-de-bayonne,40230-saint-geours-de-maremne,landes,aquitaine,france",saumons,2013-09-13t17:58:29z,2017-04-01t16:13:12z
864,saint-geours-de-maremne-landes-france,"france,paris",franprix,france,france,france,3033610064459,saumon fumé bio,saumon fumé bio,france,france,saumons,2016-08-27t15:33:45z,2016-10-11t16:06:24z
865,saint-geours-de-maremne-landes-france,france,carrefour,france,france,france,3033610067580,tendre pavé de saumon fumé sésame,"saumon atlantique élevé en norvège, fumé au bois de hêtre, décongelé",france,france,saumons,2015-08-26t09:44:36z,2015-10-26t11:22:59z
866,saint-geours-de-maremne-landes-france,"paris,france",franprix,france,france,france,3033610070962,plaisir extra - saumon fumé en émincés,"émincés de saumon atlantique élevé en norvège, fumés au bois de hêtre, décongelés.",france,france,saumons,2016-05-30t07:20:56z,2016-10-26t12:37:00z
867,saint-geours-de-maremne-landes-france,saint-geours-de-maremne-landes-france,carrefour,france,france,france,3033610071303,saumon fumé le norvège,saumon fumé le norvège,france,france,saumons,2016-03-12t21:28:00z,2016-10-22t08:51:25z
868,saint-geours-de-maremne-landes-france,"paris,france",franprix,france,france,france,3033610072010,saumon fumé l'écosse,saumon fumé au bois de chêne,france,france,saumons,2016-05-30t17:40:41z,2016-10-20t20:31:08z
869,saint-geours-de-maremne-landes-france,france,banque alimentaire,france,france,france,3033610073284,saumon fumé le norvège - doux & délicat ,"saumon atlantique élevé en norvège, fumé au bois de hêtre","labeyrie (filiale labeyrie fine foods) - 39 route de bayonne,40230 saint-geours-de-maremne,landes,aquitaine,france","labeyrie-filiale-labeyrie-fine-foods-39-route-de-bayonne,40230-saint-geours-de-maremne,landes,aquitaine,france",saumons,2014-10-19t18:19:13z,2015-07-29t19:20:34z
870,saint-geours-de-maremne-landes-france,marseille 5°,super u,france,france,france,3033610073635,saumon fumé sauvage du pacifique,"saumon, décongelé, fumé au bois de hêtre",france,france,saumons,2015-01-27t11:46:14z,2015-04-19t09:35:01z
871,saint-geours-de-maremne-landes-france,"france,miribel",carrefour market,france,france,france,3033610081531,saumon fumé dégustation l'ecosse,saumon fumé ,france,france,saumons,2016-01-12t11:54:34z,2016-01-12t12:03:51z
872,saint-geours-de-maremne-landes-france,saint-geours-de-maremne-landes-france,carrefour,france,france,france,3033610083764,saumon fumé l'écosse,saumon fumé l'écosse,france,france,saumons,2015-10-06t17:26:17z,2015-10-07t06:42:05z
873,mussy-sur-seine-aube-france,france,carrefour,france,france,france,3033610084792,le norvège -25% sel,"saumon élevé en norvège fumé en france au bois de hêtre, -25% de sel.",france,france,saumons,2016-09-16t12:32:59z,2017-03-15t15:54:24z
874,saint-geours-de-maremne-landes-france,"france,carvin",intermarché,france,france,france,3033610084983,saumon fumé le norvège (-25% de sel) ,"saumon atlantique élevé en norvège, fumé au bois de hêtre, décongelé","labeyrie (filiale labeyrie fine foods) - 39 route de bayonne,40230 saint-geours-de-maremne,landes,aquitaine,france","labeyrie-filiale-labeyrie-fine-foods-39-route-de-bayonne,40230-saint-geours-de-maremne,landes,aquitaine,france",produits à teneur réduite en sel,2013-12-04t20:18:44z,2016-09-16t16:13:52z
875,chef-du-pont-manche-france,"vénissieux,france",carrefour,france,france,france,3033710037117,riz au lait,riz au lait,france,france,desserts,2015-03-22t16:36:29z,2015-03-22t16:39:07z
876,arches-vosges-france,arches-vosges-france,carrefour,france,france,france,3033710064427,p'tit gourmand saveur vanille,laitage spécial bébé,france,france,aliments pour bébé,2015-10-20t17:19:47z,2015-10-21t06:25:38z
877,arches-vosges-france,"tourville la rivière 76410 france,france,chalon-sur-saône","carrefour,intermarché",france,france,france,3033710092253,p'tit onctueux au fromage blanc pêches,laitage spécial bébé jusqu'à 3 ans,france,france,aliments pour bébé,2015-04-19t22:25:38z,2016-11-18t20:57:02z
878,"cavalerie-aveyron-france,cavalerie-aveyron-france",france,carrefour,france,france,france,3034910609258,chiffonade saucisson aux noisettes,chiffonade saucisson aux noisettes,"france,savoie","france,savoie",saucissons,2016-11-12t17:30:18z,2016-11-21t21:21:13z
879,pontet-vaucluse-france,"france,etampes",leclerc,france,france,france,3036811357092,fondue de poireaux aux saint-jacques,fondue de poireaux aux saint-jacques,france,france,soupes,2014-04-19t17:37:26z,2016-12-06t21:00:24z
880,pontet-vaucluse-france,"miribel,marseille 05","carrefour market,super u",france,france,france,3036811357542,fondue de poireaux aux st jacques,soupes,france,france,soupes,2014-05-20t09:16:22z,2015-11-28t08:37:25z
881,pontet-vaucluse-france,"france,nantes",carrefour,france,france,france,3036811363666,fondue de poireaux aux st jacques,fondue de poireaux aux st jacques,france,france,soupes,2016-11-14t18:49:45z,2017-01-23t10:48:30z
882,pouilly-sur-serre-aisne-france,france,super u,france,france,france,3036811521950,la bisque de homard,bisque de homard,"aisne,france","aisne,france",soupes,2015-05-17t01:42:19z,2016-02-21t10:09:51z
883,faverolles-somme-france,"bonneuil,france",leclerc,france,france,france,3038072000267,banania,petit déjeuner instantané,france,france,petit-déjeuners,2012-10-20t20:21:24z,2017-01-15t22:03:41z
884,pouilly-sur-serre-aisne-france,"paris,france",franprix,france,france,france,3038352880206,"le ravioli (pur bœuf, farce au bœuf)","ravioli pur bœuf, farce au bœuf","william saurin (ws) - 26 rue de crécy - d35 - 02270 pouilly-sur-serre,aisne,picardie,france","william-saurin-ws-26-rue-de-crecy-d35-02270-pouilly-sur-serre,aisne,picardie,france",plats à base de viande,2013-09-19t13:34:34z,2017-01-16t12:09:32z
885,pouilly-sur-serre-aisne-france,"villers bocage 80260,france,paris,chalon-sur-saône,olivet","banque alimentaire,franprix,intermarché,auchan","belgique,france,allemagne,suisse","belgium,en:france,en:germany,en:switzerland","belgique,france,allemagne,suisse",3038352880305,"le ravioli, pur bœuf",ravioli pur bœuf,"william saurin (ws) - 26 rue de crécy - d35 - 02270 pouilly-sur-serre,aisne,picardie,france","william-saurin-ws-26-rue-de-crecy-d35-02270-pouilly-sur-serre,aisne,picardie,france",plats à base de viande,2013-02-16t01:38:07z,2017-02-09t23:21:43z
886,pouilly-sur-serre-aisne-france,france,carrefour,france,france,france,3038352880404,le ravioli (pur bœuf),ravioli pur bœuf,"william saurin (ws) - 26 rue de crécy - d35 - 02270 pouilly-sur-serre,aisne,picardie,france","william-saurin-ws-26-rue-de-crecy-d35-02270-pouilly-sur-serre,aisne,picardie,france",plats à base de viande,2014-11-16t09:11:15z,2017-03-07t17:37:33z
887,pouilly-sur-serre-aisne-france,"lyon,france",carrefour,france,france,france,3038352880701,ravioli pur boeuf sauce italienne,ravioli pur boeuf sauce italienne,france,france,plats à base de viande,2016-12-28t18:47:38z,2017-01-06t20:25:55z
888,pouilly-sur-serre-aisne-france,"france, paris",franprix,france,france,france,3038352880909,le ravioli bolognaise,ravioli à la bolognaise,"william saurin (ws) - 26 rue de crécy - d35 - 02270 pouilly-sur-serre,aisne,picardie,france","william-saurin-ws-26-rue-de-crecy-d35-02270-pouilly-sur-serre,aisne,picardie,france",plats à base de viande,2013-10-07t10:38:38z,2016-05-28t15:15:27z
889,pouilly-sur-serre-aisne-france,"saint-esteve,france, paris","intermarché, franprix",france,france,france,3038352881005,le ravioli bolognaise (farce au bœuf),ravioli à la bolognaise,"william saurin (ws) - 26 rue de crécy - d35 - 02270 pouilly-sur-serre,aisne,picardie,france","william-saurin-ws-26-rue-de-crecy-d35-02270-pouilly-sur-serre,aisne,picardie,france",plats à base de viande,2013-05-31t10:24:50z,2016-05-28t15:23:35z
890,pouilly-sur-serre-aisne-france,"rennes,france",carrefour,france,france,france,3038352890304,le spaghetti bolognaise,spaghetti à la sauce bolognaise,"william saurin (ws) - 26 rue de crécy - d35 - 02270 pouilly-sur-serre,aisne,picardie,france","william-saurin-ws-26-rue-de-crecy-d35-02270-pouilly-sur-serre,aisne,picardie,france",plats à base de viande,2013-01-24t10:14:53z,2016-03-02t20:27:08z
891,pouilly-sur-serre-aisne-france,"lyon,rennes,france, paris","casino,carrefour, franprix",france,france,france,3038352910101,le cannelloni,cannellonis accompagnés d'une sauce tomate et de viande de bœuf,"william saurin (ws) - 26 rue de crécy - d35 - 02270 pouilly-sur-serre,aisne,picardie,france","william-saurin-ws-26-rue-de-crecy-d35-02270-pouilly-sur-serre,aisne,picardie,france",plats à base de viande,2015-02-26t04:48:55z,2016-09-17t08:57:55z
892,pouilly-sur-serre-aisne-france,"france,paris",casino,france,france,france,3038352910200,le cannelloni (100 % pur bœuf),cannelloni pur bœuf,"william saurin (ws) - 26 rue de crécy - d35 - 02270 pouilly-sur-serre,aisne,picardie,france","william-saurin-ws-26-rue-de-crecy-d35-02270-pouilly-sur-serre,aisne,picardie,france",plats à base de viande,2012-04-02t02:26:02z,2016-11-28t15:52:08z
