,cities_tags,purchase_places,stores,countries,countries_tags,countries_fr,code,product_name,generic_name,manufacturing_places,manufacturing_places_tags,main_category_fr,created_datetime,last_modified_datetime
893,pouilly-sur-serre-aisne-france,"lyon,france",carrefour,france,france,france,3038353400601,paella. filets de poulet & chorizo,paella. filets de poulet & chorizo,france,france,plats à base de viande,2016-09-15t14:02:04z,2017-02-22t15:42:27z
894,pouilly-sur-serre-aisne-france,"civrieux-d'azergues,france",leclerc,france,france,france,3038353910506,minis quenelles de veau au naturel,quenelle de veau,"william saurin (ws) - 26 rue de crécy - d35 - 02270 pouilly-sur-serre,aisne,picardie,france","william-saurin-ws-26-rue-de-crecy-d35-02270-pouilly-sur-serre,aisne,picardie,france",quenelles,2015-03-05t20:22:09z,2017-02-13t11:29:13z
895,pouilly-sur-serre-aisne-france,france,carrefour,france,france,france,3038353912203,"quenelles de veau, sauce financière",quenelles de veau,"william saurin (ws) - 26 rue de crécy - d35 - 02270 pouilly-sur-serre,aisne,picardie,france","william-saurin-ws-26-rue-de-crecy-d35-02270-pouilly-sur-serre,aisne,picardie,france",quenelles,2013-05-25t10:10:11z,2015-09-07t14:31:53z
896,pouilly-sur-serre-aisne-france,"france,paris",casino,france,france,france,3038353920109,garniture pour bouchées à la reine,garniture pour bouchées à la reine,"william saurin (ws) - 26 rue de crécy - d35 - 02270 pouilly-sur-serre,aisne,picardie,france","william-saurin-ws-26-rue-de-crecy-d35-02270-pouilly-sur-serre,aisne,picardie,france",conserves,2015-05-10t04:10:40z,2016-11-29t14:54:36z
897,rodez-aveyron-france,"miribel,france",carrefour market,france,france,france,3038354731704,curry de volaille riz basmati - halal ,curry de volaille riz basmati ,"soulié restauration (filiale william saurin) - 392 rue des artisans - za bel air - 12000 rodez,aveyron,midi-pyrénées,france","soulie-restauration-filiale-william-saurin-392-rue-des-artisans-za-bel-air-12000-rodez,aveyron,midi-pyrenees,france",plats à base de viande,2013-07-09t10:37:51z,2015-07-01t19:00:02z
898,rodez-aveyron-france,"carvin,france",intermarché,france,france,france,3038354981451,lasagnes bolognese,lasagnes,"soulié restauration (filiale william saurin) - 392 rue des artisans - za bel air - 12000 rodez,aveyron,midi-pyrénées,france","soulie-restauration-filiale-william-saurin-392-rue-des-artisans-za-bel-air-12000-rodez,aveyron,midi-pyrenees,france",plats à base de viande,2015-06-05t09:57:34z,2015-07-01t17:48:16z
899,saint-thibault-des-vignes-seine-et-marne-france,"saint-priest,france",auchan,france,france,france,3038355810101,la blanquette de dinde,blanquette de dinde,"william saurin (ws) - 81 à 89 avenue du général leclerc - 77400 saint-thibault-des-vignes,seine-et-marne,île-de-france,france","william-saurin-ws-81-a-89-avenue-du-general-leclerc-77400-saint-thibault-des-vignes,seine-et-marne,ile-de-france,france",plats à base de viande,2015-08-15t17:30:09z,2015-10-07t17:12:56z
900,rodez-aveyron-france,france,monoprix,france,france,france,3038356803584,"l'assiette du jour, hachis parmentier (pur bœuf)",hachis parmentier,"soulié restauration (filiale william saurin) - 392 rue des artisans - za bel air - 12000 rodez,aveyron,midi-pyrénées,france","soulie-restauration-filiale-william-saurin-392-rue-des-artisans-za-bel-air-12000-rodez,aveyron,midi-pyrenees,france",plats à base de viande,2013-09-06t20:52:34z,2017-02-28t11:59:19z
901,castelnaudary-aude-france,"amplepuis,france",intermarché,france,france,france,3038356804185,pâté de foie,pâté de foie,"conserverie du languedoc - la belle chaurienne - 75 rue paul sabatier - zi d'en tourre - 11400 castelnaudary,aude,languedoc-roussillon,france","conserverie-du-languedoc-la-belle-chaurienne-75-rue-paul-sabatier-zi-d-en-tourre-11400-castelnaudary,aude,languedoc-roussillon,france",produits à tartiner salés,2013-10-14t11:26:06z,2015-03-29t20:35:11z
902,castelnaudary-aude-france,"amplepuis,france",intermarché,france,france,france,3038356804192,pâté de campagne,pâté de campagne,"conserverie du languedoc - la belle chaurienne - 75 rue paul sabatier - zi d'en tourre - 11400 castelnaudary,aude,languedoc-roussillon,france","conserverie-du-languedoc-la-belle-chaurienne-75-rue-paul-sabatier-zi-d-en-tourre-11400-castelnaudary,aude,languedoc-roussillon,france",produits à tartiner salés,2013-10-02t09:14:51z,2016-04-24t13:21:24z
903,boulogne-sur-mer-pas-de-calais-france,boulogne-sur-mer-pas-de-calais-france,carrefour,france,france,france,3038680020169,salade d'algues,salade d'algues (wakame) marinées,france,france,salades composées,2014-02-08t22:14:43z,2016-07-23t22:34:20z
904,boulogne-sur-mer-pas-de-calais-france,"carvin,france",intermarché,france,france,france,3038680020381,sushi mix,sushi mix,france,france,plats préparés,2017-01-31t15:31:15z,2017-03-27t17:36:32z
905,jonzac-charente-maritime-france,"vénissieux,france",carrefour,"france, suisse","france,en:switzerland","france,suisse",3038680046121,miettes de morue salée,miettes de morue salée,france,france,poissons,2015-04-06t13:29:23z,2017-02-07t22:31:52z
906,jonzac-charente-maritime-france,"rennes,france",carrefour,france,france,france,3038680047227,morue,filet de morue salé,france,france,poissons,2016-05-16t09:29:07z,2016-05-16t12:35:04z
907,jonzac-charente-maritime-france,"vénissieux,france",carrefour,france,france,france,3038680047326,filets de morue salée,filets de morue salée,france,france,poissons,2015-04-06t13:30:05z,2015-04-06t19:57:23z
908,"jonzac-charente-maritime-france,jonzac-charente-maritime-france","paris,france",franprix,france,france,france,3038680049184,brandade de morue parmentière,brandade de morue parmentière,"delabli (filiale labeyrie fine foods) - 2 avenue faidherbe - 17500 jonzac,charente-maritime,poitou-charentes,france","delabli-filiale-labeyrie-fine-foods-2-avenue-faidherbe-17500-jonzac,charente-maritime,poitou-charentes,france",plats préparés,2014-04-17t05:34:45z,2015-07-23t07:59:39z
909,wisches-bas-rhin-france,breuillet,carrefour market,france,france,france,3038680050234,saumon fumé écosse,saumon fumé écosse,france,france,saumons,2015-04-09t19:22:03z,2017-03-08t15:10:52z
910,wisches-bas-rhin-france,wisches-bas-rhin-france,carrefour,france,france,france,3038680051934,"saumon fumé norvège, 6 tranches",saumon fumé de norvège,france,france,saumons,2013-09-23t18:41:49z,2015-07-29t19:26:14z
911,epreville-seine-maritime-france,"rennes,france",carrefour,france,france,france,3038680052610,filet de saumon ,filets de saumon salé et ses galets de beurre à la coriandre et zestes de citron,france,france,saumons,2016-01-31t12:39:51z,2016-05-31t17:41:42z
912,wisches-bas-rhin-france,wisches-bas-rhin-france,carrefour,france,france,france,3038680053440,saumon fumé écosse,tranches de saumon fumé,france,france,saumons,2013-01-07t19:01:02z,2015-07-29t19:25:56z
913,jonzac-charente-maritime-france,"rennes,france",carrefour,france,france,france,3038680062398,dos de cabillaud amandes et pistaches,"dos de cabillaud salé, aromatisé amandes, pistaches et basilic",france,france,poissons,2016-05-27t16:14:14z,2016-05-28t15:50:56z
914,epreville-seine-maritime-france,breuillet,carrefour market,france,france,france,3038680063135,filets de harengs fumés au naturel,filets de harengs fumés au bois de hêtre - au naturel,"haute-normandie,france","haute-normandie,france",poissons fumés,2016-08-12t17:31:35z,2017-03-08t14:59:34z
915,epreville-seine-maritime-france,marseille 5°,super u,france,france,france,3038680063739,"hareng fumé, sel réduit de 25%, lot de 2","hareng fumé au bois de hêtre, sel réduit de 25%",hépreville,hepreville,poissons fumés,2015-05-04t10:46:04z,2015-08-17t12:01:48z
916,epreville-seine-maritime-france,"etampes,bar-le-duc",leclerc,france,france,france,3038680075510,filets de maquereaux fumés - fumage lent au bois de hêtre,filets de maquereaux fumés nature,fécamp,fecamp,poissons fumés,2016-05-30t17:31:00z,2016-06-22t12:40:15z
917,epreville-seine-maritime-france,"france,33170 gradignan,paris,etampes","simply,franprix,leclerc",france,france,france,3038680075527,filets de maquereaux fumés au poivre,filets de maquereaux fumés au poivre,fécamp,fecamp,poissons fumés,2012-07-28t10:17:26z,2016-12-21t15:22:31z
918,epreville-seine-maritime-france,"lyon,france",carrefour,france,france,france,3038680702515,pavé minute : saumon cuit sauce beurre citron,pavé de saumon atlantique cuit et sa sauce au beurre et jus de citron,"delabli (filiale labeyrie fine foods) - zi du district de fécamp - 76400 épreville,seine-maritime,normandie,france","delabli-filiale-labeyrie-fine-foods-zi-du-district-de-fecamp-76400-epreville,seine-maritime,normandie,france",plats préparés,2015-12-17t17:12:54z,2016-07-26t17:42:24z
919,saint-aignan-grandlieu-loire-atlantique-france,france,carrefour,france,france,france,3038680707916,tranches de saumon,préparation culinaire à base de saumon en tranches pasteurisée à froid par haute pression,france,france,saumons,2016-10-26t19:31:40z,2016-10-27t15:00:55z
920,wisches-bas-rhin-france,"france,saint-maurice-de-beynost",leclerc drive,france,france,france,3038680803717,saumon fumé sauvage d'alaska,saumon fumé,wisches,wisches,saumons,2015-12-23t17:00:52z,2015-12-26t08:11:25z
921,pleucadeuc-morbihan-france,"rennes,france",carrefour,france,france,france,3038687500190,bolognaise au thon,"sauce pasteurisée et réfrigérée, à base de tomates et de thon",france,france,epicerie,2016-05-21t08:18:27z,2016-05-21t12:00:05z
922,saint-aignan-grandlieu-loire-atlantique-france,france,carrefour,france,france,france,3038687516016,rouget barbet cinnabare,filets de rouget barbet cinnabare pasteurisés à froid par haute pression,france,france,poissons,2016-10-13t19:42:48z,2016-10-24t08:15:54z
923,corcieux-vosges-france,"miribel,france",carrefour market,france,france,france,3038910000428,"rouy, l'original (27 % mg)","fromage industriel de france, à pâte molle à croûte lavée, au lait pasteurisé de vache","marcillat corcieux (filiale groupe lactalis) - 15 rue de la gare - 88430 corcieux,vosges,lorraine,france","marcillat-corcieux-filiale-groupe-lactalis-15-rue-de-la-gare-88430-corcieux,vosges,lorraine,france",fromages de france,2013-07-05t11:02:48z,2015-07-07t16:59:45z
924,"domfront-orne-france,sainte-cecile-manche-france",france,carrefour,france,france,france,3038910000770,camembert (21 % mg),camembert au lait pasteurisé,"société fromagère de domfront (filiale groupe lactalis) - rue de l'industrie - 61700 domfront,orne,société fromagère de sainte-cécile (filiale groupe lactalis) - l'acherie - 50800 sainte-cécile,manche,basse-normandie,france","societe-fromagere-de-domfront-filiale-groupe-lactalis-rue-de-l-industrie-61700-domfront,orne,societe-fromagere-de-sainte-cecile-filiale-groupe-lactalis-l-acherie-50800-sainte-cecile,manche,basse-normandie,france",fromages de france,2015-12-22t19:37:21z,2016-05-09t19:29:38z
925,clecy-calvados-france,"laragne,france,stuttgart","superu,netto","frankreich,deutschland","france,en:germany","france,allemagne",3038910004471,le saint morgon (23% mg),fromage à pâte molle au lait de vache pasteurisé,france,france,fromages de vache,2015-07-25t10:24:34z,2016-12-11t21:24:04z
926,"retiers-ille-et-vilaine-france,villiers-en-lieu-haute-marne-france",france,carrefour,france,france,france,3038910008585,le chandor (25 % mg),fromage à pâte molle au lait pasteurisé de vache,"société fromagère de retiers (filiale groupe lactalis) - lieu dit fromy - 35240 retiers,ille-et-vilaine,bretagne,etablissements auribault (filiale france frais) - route de saint dizier - 52100 villiers-en-lieu,haute-marne,alsace-champagne-ardenne-lorraine,france","societe-fromagere-de-retiers-filiale-groupe-lactalis-lieu-dit-fromy-35240-retiers,ille-et-vilaine,bretagne,etablissements-auribault-filiale-france-frais-route-de-saint-dizier-52100-villiers-en-lieu,haute-marne,alsace-champagne-ardenne-lorraine,france",fromages de france,2015-10-15t19:05:34z,2017-04-02t10:26:46z
927,cherre-sarthe-france,cherre-sarthe-france,carrefour,france,france,france,3039050040312,le tartare,le tartare,france,france,catégorie_inconnue,2016-06-18t18:40:55z,2016-12-26t15:05:41z
928,cherre-sarthe-france,"rennes,france",carrefour,france,france,france,3039050043900,brochettes nature,"préparation à 75% de viande bovine hachée, avec protéines végétales, assaisonnée",france,france,viandes,2016-05-06t10:04:37z,2016-06-11t15:55:00z
929,isle-sur-la-sorgue-vaucluse-france,"lyon,france",carrefour,france,france,france,3039050044334,haché halal,haché halal,france,france,viandes,2015-12-23t10:07:53z,2015-12-28t13:24:29z
930,cherre-sarthe-france,"rennes,france",carrefour,france,france,france,3039050048103,brochettes tex mex,"préparation à 74% de viande bovine hachée, avec protéines végétales, assaisonnée",france,france,viandes,2015-06-03t18:38:46z,2016-05-06t14:54:14z
931,cherre-sarthe-france,"rennes,france",carrefour,france,france,france,3039050049544,l'absolu bavettes et leur fondue d'échalotes,préparation de bavette de bovin attendrie marinée avec dosette de fondue d'échalotes,france,france,viandes,2016-05-02t09:01:59z,2016-11-07t13:33:31z
932,cherre-sarthe-france,"rennes,france",carrefour,france,france,france,3039050144416,l'absolu pavés de rumsteck aux 3 poivres,préparation de rumsteck de bovin attendri mariné,france,france,viandes,2015-05-27t14:52:06z,2017-01-04t11:59:18z
933,cherre-sarthe-france,"rennes,france",carrefour,france,france,france,3039050144430,l'absolu pavés de rumsteck à l'echalote,préparation de rumsteck de bovin attendri mariné,france,france,viandes,2016-05-07t09:10:26z,2016-05-07t13:24:45z
934,"cherre-sarthe-france,cherre-sarthe-france",france,leader price,france,france,france,3039050164179,hache au boeuf pour bolognaise,"préparation à 80% de viande hachée de boeuf avec protéines végétales, assaisonnées, surgelée",france,france,surgelés,2015-07-14t16:15:40z,2015-07-15t08:21:37z
935,cherre-sarthe-france,"paris,france",franprix,france,france,france,3039050164339,haché tradition halal,viande bovine hachée halal surgelée.,france,france,surgelés,2016-05-31t17:39:16z,2016-09-20t11:08:44z
936,cherre-sarthe-france,"villers bocage 80260,france",carrefour market,france,france,france,3039050180506,foie de bœuf (1 tranche),foie de bœuf,"socopa viandes (filiale groupe bigard) - lieu dit les bordes - d323 - 72400 cherré,sarthe,pays de la loire,france","socopa-viandes-filiale-groupe-bigard-lieu-dit-les-bordes-d323-72400-cherre,sarthe,pays-de-la-loire,france",viandes,2014-05-11t08:25:46z,2015-11-06t20:54:39z
937,cherre-sarthe-france,cherre-sarthe-france,carrefour,france,france,france,3039050330161,steak haché façon bouchère ,steak haché façon bouchère ,france,france,viandes,2016-04-13t17:16:50z,2016-12-26t15:14:52z
938,cherre-sarthe-france,"rennes,france",carrefour,france,france,france,3039050331304,extra tendre porc à la mexicaine,extra tendre porc à la mexicaine,france,france,viandes,2016-05-06t10:02:55z,2016-05-06t14:27:54z
939,cherre-sarthe-france,"rennes,france",carrefour,france,france,france,3039050332523,haché au boeuf 15% mg,préparation à 75% de viande hachée avec fibres végétales,france,france,viandes,2016-06-11t10:22:56z,2016-06-12t12:11:40z
940,cherre-sarthe-france,"rennes,france",carrefour,france,france,france,3039050332554,haché au boeuf 15% mg,préparation à 75% de viande hachée avec fibres végétales,france,france,viandes,2016-06-11t10:23:27z,2016-06-12t12:10:49z
